Annotator,Paper,Cited-by,Follow-up,Citing Sentence,Tagged Sentence
A,J96-1002,A97-1056,0,"Because their joint distributions have such closed-form expressions, the parameters can be estimated directly from the training data without the need for an iterative fitting procedure (as is required, for example, to estimate the parameters of maximum entropy models; (Berger et al., 1996)). Maximum Entropy models have been used to express the interactions among multiple feature variables (e.g., (Berger et al., 1996)), but within this framework no systematic study of interactions has been proposed.","Because their joint distributions have such closed-form expressions, the parameters can be estimated directly from the training data without the need for an iterative fitting procedure (as is required, for example, to estimate the parameters of maximum entropy models; TREF. Maximum Entropy models have been used to express the interactions among multiple feature variables (e.g., TREF), but within this framework no systematic study of interactions has been proposed."
A,J96-1002,C00-1060,0,"We report that our parsing framework achieved high accuracy (88.6%) in dependency analysis of Japanese with a combination of an underspecified HPSG-based Japanese grammar, SLUNG (Mitsuishi et al., 1998) and the maximum entropy method (Berger et al., 1996).","We report that our parsing framework achieved high accuracy (88.6%) in dependency analysis of Japanese with a combination of an underspecified HPSG-based Japanese grammar, SLUNG REF and the maximum entropy method TREF."
A,J96-1002,C00-1061,0,"(Tae-il Kim, 2000) use up to ve phonemes in feature function(Berger et al., 1996).",REF use up to _x005fve phonemes in feature function TREF.
A,J96-1002,C00-1064,1,"Thus, a lot of alignment techniques have been suggested at the sentence (Gale et al., 1993), phrase (Shin et al., 1996), noun phrase (Kupiec, 1993), word (Brown et al., 1993; Berger et al., 1996; Melamed, 1997), collocation (Smadja et al., 1996) and terminology level. Recently, many approaches based on the maximum entropy model have been applied to natural language processing (Berger et al., 1994; Berger et al., 1996; Pietra et al., 1997). We referred to the studies of (Berger et al., 1996; Pietra et al., 1997).","Thus, a lot of alignment techniques have been suggested at the sentence REF, phrase REF, noun phrase REF, word (GTREF), collocation REF and terminology level. Recently, many approaches based on the maximum entropy model have been applied to natural language processing (GTREF). We referred to the studies of (GTREF)."
A,J96-1002,C00-2124,0,"For every class the weights of the active features are combined and the best scoring class is chosen (Berger et al., 1996).",For every class the weights of the active features are combined and the best scoring class is chosen TREF.
A,J96-1002,C02-1064,1,"We implemented these models within an maximum entropy framework (Berger et al., 1996; Ristad, 1997; Ristad, 1998).",We implemented these models within an maximum entropy framework (GTREF).
A,J96-1002,D07-1019,1,"Specifically we use the maximum entropy model (Berger et al., 1996) for this task: = exp?, =1 exp( (𝑐, )?=1 𝑐 ) (2) where exp( (𝑐, 𝑞) =1 𝑐 ) is the normalization factor; , is a feature function defined over query q and correction candidate c , while is the corresponding feature weight.","Specifically we use the maximum entropy model TREF for this task: = exp?, =1 exp( (𝑐, )?=1 𝑐 ) (2) where exp( (𝑐, 𝑞) =1 𝑐 ) is the normalization factor; , is a feature function defined over query q and correction candidate c , while is the corresponding feature weight."
A,J96-1002,D07-1051,1,"Classifier and Features For our AL framework we decided to employ a Maximum Entropy (ME) classifier (Berger et al., 1996).",Classifier and Features For our AL framework we decided to employ a Maximum Entropy (ME) classifier TREF.
A,J96-1002,C10-3004,0,"A maximum entropy model (Berger et al., 1996) is adopted here.",A maximum entropy model TREF is adopted here.
A,J96-1002,P05-1020,0,"Learning algorithms. We consider three learning algorithms, namely, the C4.5 decision tree induction system (Quinlan, 1993), the RIPPER rule learning algorithm (Cohen, 1995), and maximum entropy classification (Berger et al., 1996).","Learning algorithms. We consider three learning algorithms, namely, the C4.5 decision tree induction system REF, the RIPPER rule learning algorithm REF, and maximum entropy classification TREF."
A,J96-1002,P10-1142,0,"In recent years, statistical learners such as maximum entropy models (Berger et al., 1996), voted perceptrons (Freund and Schapire, 1999),and support vector machines (Joachims, 1999) have been increasingly used, in part due to their ability to provide a confidence value (e.g., in the form of a probability) associated with a classification, and in part due to the fact that they can be easily adapted to train recently proposed rankingbased coreference models (see Section 3.3).","In recent years, statistical learners such as maximum entropy models TREF, voted perceptrons REF,and support vector machines REF have been increasingly used, in part due to their ability to provide a confidence value (e.g., in the form of a probability) associated with a classification, and in part due to the fact that they can be easily adapted to train recently proposed rankingbased coreference models (see Section 3.3)."
A,J96-1002,P98-2214,2,"As a model learning method, we adopt the maximum entropy model learning method (Della  Pietra et al., 1997; Berger et al., 1996).","As a model learning method, we adopt the maximum entropy model learning method (GTREF)."
A,J96-1002,P99-1069,0,"Berger et al. (1996) and Jelinek (1997) make this same point and arrive at the same estimator, albeit through a maximum entropy argument.","TREF and REF make this same point and arrive at the same estimator, albeit through a maximum entropy argument."
A,J96-1002,P02-1002,0,"Conditional Maximum Entropy models have been used for a variety of natural language tasks, including Language Modeling (Rosenfeld, 1994), partof-speech tagging, prepositional phrase attachment, and parsing (Ratnaparkhi, 1998), word selection for machine translation (Berger et al., 1996), and finding sentence boundaries (Reynar and Ratnaparkhi, 1997).","Conditional Maximum Entropy models have been used for a variety of natural language tasks, including Language Modeling REF, partof-speech tagging, prepositional phrase attachment, and parsing REF, word selection for machine translation TREF, and finding sentence boundaries REF."
